[02:05:09 | 13-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1c2c49ae998396441501f8f30dc0126a153ab6fb0e0c9b30ae6b03ba3fe7cd81
[09:20:52 | 16-02-2025] Transfer Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:20:55 | 16-02-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:15:05 | 17-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xd920fb705fc9b73d9e57e42425c54e821689ceb3ac89db8ec288397193aa48d2
[09:15:13 | 17-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x743e4ce22fd8286bf7af3c8e420a89c41ca90fbb906d5709178087cccc002833
[09:18:16 | 17-02-2025] Transfer Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:18:18 | 17-02-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:11:19 | 18-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xebb0460a1c1613a7af8c98083fdbe3cca7df71735953cfc0ebd11648be0469d9
[09:11:39 | 18-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa2e73046a92bc87effd9441fd077d4324f713839cf7b2fa4ab437e2980bd8fa0
[09:14:42 | 18-02-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:14:45 | 18-02-2025] Bridge Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:12:22 | 19-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x35627572134d6a7b6f884c5353db40e7bb9605b42a622a61f0d5caab694f9bbf
[09:12:39 | 19-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf9be4360a1d76aca9db185727dd5ea92ced1a9937a10f27478735772013d7ece
[09:15:42 | 19-02-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:15:44 | 19-02-2025] Bridge Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:12:56 | 20-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x9c9af5a6269316298eb45f1fa81fa09437723f90d09fde6a8a241889bf45131c
[09:13:03 | 20-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x43e21bf8a6d216eb0be9fce81eaa0a1967308fb988157a83aafc770cc8e7c71b
[09:16:06 | 20-02-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:16:10 | 20-02-2025] Bridge Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:13:15 | 21-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x3211d4c61e69809aaf6f546dae00f01a654f6b61353df3c4d3ea9a5bdd4ffbf3
[09:13:26 | 21-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3eb3fb7d79d3715d6dbc40e7169008de371816cfc8a5cf1b11991c9525aa5839
[09:16:29 | 21-02-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:16:32 | 21-02-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:09:40 | 22-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8ca91a06c862627a75f66a3c7b272801b055b5f8509b9ed9a667ab7e9fd0b100
[09:12:42 | 22-02-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:12:45 | 22-02-2025] Bridge Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:18:14 | 23-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xa2557f1af1e07aa07db80b88700a2087a1ba5eb082d9100cbd5142e6d427358a
[09:18:26 | 23-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfc186463da5e6bb225f26d0fef0dc9e1629a91e289c45fd9abb76fa8efbc5a67
[09:21:29 | 23-02-2025] Transfer Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:21:32 | 23-02-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:17:17 | 24-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x5e0b0e4e80d8956909773a635651a9fe5245bc34bed799dff1327a0aac914183
[09:17:25 | 24-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x085734addc0202f1d5f34c32644567effd13b92484b5d73560385cc2e0d6ae5d
[09:20:28 | 24-02-2025] Transfer Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:20:31 | 24-02-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:15:27 | 25-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x44e58f7ec084034e4a1d27ca2ba1fb9148986410ad85e619de2838d626535edf
[09:18:30 | 25-02-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:18:33 | 25-02-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:14:59 | 26-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x0aa76f5a4bcba882d2242cf430e79d2c837af2e67579b01c4d2f8e23bf698a81
[09:15:14 | 26-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x0f42afa77660853d99b411dd5a982ec5d43a0fabce288580a2ff9a75d0ff2e90
[09:18:18 | 26-02-2025] Transfer Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:18:21 | 26-02-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:15:48 | 27-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1b6528bda873855102704c3c7ec1ef22b098655c0e3bd8dfa154b80405dd6d8c
[09:16:01 | 27-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf2d223faf987527a1a7e5010d27e161426ebb0da92d984a79edab66361392ffd
[09:19:04 | 27-02-2025] Transfer Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:19:07 | 27-02-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:16:41 | 28-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xb65b7af1b27b65d0e4d4df341ca88a8d188d6100106ab54c1c486741146c9bbf
[09:16:49 | 28-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x7c818481730db9cfff7799d8eac970c84a29614470749e7b346e246e38560c25
[09:19:52 | 28-02-2025] Transfer Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:19:55 | 28-02-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:20:53 | 01-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xdba0ae645bfa62b5760893c496a5a61b13e1e42a340e298ba6c61681760238db
[09:21:00 | 01-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd2ef79ebe1c7691c478127c90daa1bdd55fec0ba0ca2c2df59ded9bbf9b1c69b
[09:24:03 | 01-03-2025] Transfer Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:24:06 | 01-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:19:50 | 02-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x29508536227cfef7ffebeffa8ce9fa7bfeeb490b2ada8457688a482580731881
[09:20:04 | 02-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe1cc76557ecf53d705d34e7387df26c96fea06f02055c1b30f45824ad97d8db1
[09:23:07 | 02-03-2025] Transfer Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:23:10 | 02-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:18:07 | 03-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x250eed1c9b7dd95e403b740c6f931737e8482b2f932e8708cda8fc789787b35a
[09:18:14 | 03-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4578c0128319b87c9e43d04aed55e87c2bc3ba4b6daf2fb54a336bcc35b40d24
[09:21:17 | 03-03-2025] Transfer Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:21:20 | 03-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:17:25 | 04-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x81154b17749193f4a28841398bd6cf16e7583854487451626fcc6b09af180f32
[09:17:37 | 04-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4a6d67ba7155b342a87073daba8346a395851aa5cc2ec2665b4338b98b7ea601
[09:20:40 | 04-03-2025] Transfer Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:20:43 | 04-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:17:18 | 05-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xed8d1de4ee1b97d92d7201d45f8c260c89cd57c374b5fb7a15541506ad1cfef0
[09:17:26 | 05-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x16c3d9b000e85e44dabffe47bdef388ef9b5e3eb9faa238a76c306186627fce4
[09:20:29 | 05-03-2025] Transfer Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:20:32 | 05-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:17:27 | 06-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x605f7f5ee084e9c2875c61baa7094775d4dd1168fa897727aa5fc305e66f25da
[09:17:39 | 06-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe5bd03de7f5a334b9d39be28e8359a84c9a702b7831270303aa491c20013033f
[09:20:42 | 06-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:20:45 | 06-03-2025] Bridge Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:18:19 | 07-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x916c91102597c89abc25f836c1d249abb06045005af75a4afb12e70734d38cc2
[09:19:28 | 07-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9be4f66ad4b07e8179df311439a8b45f6ee072c1d46c888dc059a72a450f1480
[09:22:31 | 07-03-2025] Transfer Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:22:34 | 07-03-2025] Bridge Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[08:51:24 | 08-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x419bb7219040d0a2979712ac29693df1ae667c718a693c663c403ce6cc2abbee
[08:51:39 | 08-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xb1f52d9196655c3f0300fac814991ae6d54d82c2eee6d36891f273ec69435a88
[08:54:43 | 08-03-2025] Transfer Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[08:54:46 | 08-03-2025] Bridge Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[08:58:21 | 09-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x6aef5caf35a04b69cb66452c34c26777f09baf45d3ea5fe1f433685490a29227
[08:58:39 | 09-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x94ea63e90d548cb08381be9a6996e076ca68330963c8d02008f8e2050a399d06
[09:01:42 | 09-03-2025] Transfer Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:01:45 | 09-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[08:59:48 | 10-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x8a81fac0eef6815331a6f560f4575fb4a40dea7630f7587c269418bb6bc7a194
[09:00:15 | 10-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3083cb2790e15e1e2066f0e99ea5c307ea3f19f6e2378469aa783f4e29f97fcf
[09:03:19 | 10-03-2025] Transfer Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:03:22 | 10-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:18:24 | 11-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x83d19135a4c46d6abc13762159c154070a70297570d1ce57ac511b084d4a8c19
[09:18:37 | 11-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xca905a0747c9d51df789e6649faf7d8cf45c2126b1fbc3a6388f0f8ea3c2964e
[09:21:41 | 11-03-2025] Transfer Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
[09:21:44 | 11-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:17:28 | 12-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2514cffcf895099dd64ff8810074a351c7a9a91a784718318a9a6e3acb24759f
[09:20:31 | 12-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:20:34 | 12-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:19:27 | 13-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc98d8be837f23750e954ecd0bb101c02f0882de0cc07d87f9a2f9abb2ad33903
[09:22:30 | 13-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:22:33 | 13-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:17:28 | 14-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe0c1d9b55fee1db1c0e13ca6d5bddacccccd4379275984bdfc33ea68a52e8382
[09:20:31 | 14-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:20:34 | 14-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:15:39 | 15-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xed1eae33cfd9c831ff326e5791cb641854d7e55481efa758a113f600c3756f02
[09:18:42 | 15-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:18:45 | 15-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:23:24 | 16-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x7d3fd55737d1ee44ce324943f1c0f84dacfeab292dc4a5eba3124768acba6d2f
[09:26:27 | 16-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:26:30 | 16-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:21:50 | 17-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x1acfe16035bc41568af59fe7d181d05b83ff3b4ed96b95f1098d5def00a5d84b
[09:24:53 | 17-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:24:56 | 17-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:20:49 | 18-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf50f8d2c2cdb9e339e9fa3c8eaab5f9601fcb74a391969b42d6a208bea18f2e3
[09:23:52 | 18-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:23:55 | 18-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:19:51 | 19-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf06379955ff441d0c4285473ab7ea43d6cc8a3bed7af536ca39e47a612f4ea57
[09:22:54 | 19-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:22:57 | 19-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:18:49 | 20-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x7dad5e0996707bb82f0c54e1dafe6008d2418d542a17f6d9c24a7f2783d4c2b2
[09:21:52 | 20-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:21:55 | 20-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:20:40 | 21-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa8845d4ea55ad46a770333e13ec4f59d6161950b134e65036b58eccc95188f0f
[09:23:44 | 21-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:23:47 | 21-03-2025] Bridge Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
Error:
[09:17:12 | 22-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc236924d4fea1c819c76cf974fbf920d4e60fa9a909aeb220662a30e4badd721
[09:20:15 | 22-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:20:18 | 22-03-2025] Bridge Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
Error:
[09:25:50 | 23-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3b386a0843883e7c15f90728503fce4be01f098d3b9f4b04815a690597d33fce
[09:28:53 | 23-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:28:56 | 23-03-2025] Bridge Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
Error:
[09:25:03 | 24-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe66c85e5db2fce74fc3ebfe0720f68856d294841d265b3f2fbb3acbe3ccd5883
[09:28:06 | 24-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:28:09 | 24-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:21:25 | 25-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x06ef1104bd04ecf6a75109a6e4dd760d4b671fb9bce6985233278add8702271b
[09:24:28 | 25-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:24:31 | 25-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:20:39 | 26-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x90b8ec8521539decb5d7e99a3c6d870165853accd9a890cc65033f6a75fe28e4
[09:23:42 | 26-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:23:45 | 26-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:20:48 | 27-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe3eb18968f8e228325329b30843488f4306919a3d1a90d21dd86962b882cc029
[09:23:52 | 27-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:23:55 | 27-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:22:15 | 28-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfdbd61d2aa0837d30f89a47113e0defc203aad301bb222e043bb428ee4df83d7
[09:25:18 | 28-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:25:21 | 28-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:19:15 | 29-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf8af4d91436be236cec4213923ee49558ea5979751a1d633c53cf14febe5d913
[09:22:18 | 29-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:22:21 | 29-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:27:36 | 30-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8b6bacafec0a1d8af66e2cdb1e55868a7375d2c854e5ee911bccd8747fb72384
[09:30:41 | 30-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:30:44 | 30-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:26:50 | 31-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe3d4c30c9a286bd7b0f0e49f9c93be50db59df61074df3adb48470f3a6ccf119
[09:29:53 | 31-03-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:29:57 | 31-03-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:40:40 | 01-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x83a0257803ffc2432b0b9ab851ada43ab47216eb5dd703d26acf0ad8098cc95f
[09:43:43 | 01-04-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:43:46 | 01-04-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:23:15 | 02-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa013373ef131346d6016817d892edc607fa68089ed5b9d54c7431fde57132510
[09:26:18 | 02-04-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:26:21 | 02-04-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:21:51 | 03-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xb4a60aec15db335452e094727da15dd4013ecff47e50f28bafffe152194ea9b3
[09:24:54 | 03-04-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:24:57 | 03-04-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:21:51 | 04-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xdd1a21cc8a0892a7038b41329dadd4f2a0373294fd2022c896a7765216aa372c
[09:24:54 | 04-04-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:24:57 | 04-04-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:19:25 | 05-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8c94713a003590ebd29e958dc41fd4e725c603c585ed5862af087db24fb14001
[09:22:28 | 05-04-2025] Transfer Task failed for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7: Request failed with status code 400
[09:22:31 | 05-04-2025] Bridge Task successful for 0x8cCfcc34dCBf4896ec79837001488646045Ba3c7
Error:
[09:26:14 | 06-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe55041a3cd3a396aab982f425fde001ab2fc75fccc611d4a14a0b43810173712
